Unnamed: 0,Student ID,Well versed with the subject,Explains concepts in an understandable way,Use of presentations,Degree of difficulty of assignments,Solves doubts willingly,Structuring of the course,Provides support for students going above and beyond,Course recommendation based on relevance,Department,Course,Instructor,Semester,Academic Year,Gender,Attendance (%),Study Hours,GPA,Overall Satisfaction,Satisfaction Label,Student Feedback,Feedback Length,Character Count,Word Count,Clean Feedback,Sentiment
120,976,5,2,5,5,7,9,4,3,Data Science,Cloud Computing,Prof. Michael Kimani,2025 Semester 1,Year 2,Male,71,22,3.92,5.0,Unsatisfied,Assignments were confusing and lacked clear instructions.,7,57,7,assignment confusing lacked clear instruction,Neutral
213,468,7,7,8,4,2,1,5,10,Cyber Security,Database Systems,Prof. Linda Wanjiru,2023 Semester 2,Year 3,Female,69,23,3.71,5.5,Unsatisfied,Feedback on assessments was delayed.,5,36,5,feedback assessment delayed,Neutral
238,182,5,2,7,2,3,6,1,9,Computer Science,Artificial Intelligence,Prof. Linda Wanjiru,2023 Semester 2,Year 3,Male,57,24,2.46,4.38,Unsatisfied,There were too few opportunities to ask questions.,8,50,8,opportunity ask question,Neutral
55,410,7,2,5,2,6,6,3,10,Data Science,Cloud Computing,Prof. Michael Kimani,2024 Semester 1,Year 2,Male,99,1,2.66,5.12,Unsatisfied,More practical examples are needed during lectures.,7,51,7,practical example needed lecture,Positive
349,62,7,4,4,5,3,10,2,1,Cyber Security,Operating Systems,Dr. Sarah Johnson,2025 Semester 1,Year 2,Male,65,12,2.42,4.5,Unsatisfied,More practical examples are needed during lectures.,7,51,7,practical example needed lecture,Positive
106,57,10,7,6,10,4,4,2,4,Software Engineering,Data Mining,Dr. James Mwangi,2024 Semester 1,Year 2,Female,89,4,2.98,5.88,Unsatisfied,There were too few opportunities to ask questions.,8,50,8,opportunity ask question,Neutral
830,357,5,8,7,5,4,1,8,8,Data Science,Data Mining,Dr. James Mwangi,2024 Semester 1,Year 4,Male,75,11,2.04,5.75,Unsatisfied,Feedback on assessments was delayed.,5,36,5,feedback assessment delayed,Neutral
47,560,8,7,8,3,8,7,4,8,Data Science,Machine Learning,Prof. Linda Wanjiru,2023 Semester 2,Year 4,Male,81,5,3.34,6.62,Neutral,The course was generally good but some topics needed more explanation.,11,70,11,course generally good topic needed explanation,Positive
572,969,8,6,8,10,2,1,3,2,Software Engineering,Machine Learning,Dr. James Mwangi,2024 Semester 2,Year 2,Male,92,2,3.05,5.0,Unsatisfied,The presentations were difficult to follow.,6,43,6,presentation difficult follow,Negative
336,496,10,7,4,6,10,5,3,6,Information Technology,Data Mining,Prof. Michael Kimani,2024 Semester 2,Year 3,Female,87,17,3.8,6.38,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9,63,9,teaching satisfactory although pace sometimes fast,Neutral
25,657,9,5,7,3,2,8,10,6,Computer Science,Data Mining,Dr. Sarah Johnson,2024 Semester 1,Year 2,Female,98,8,2.33,6.25,Neutral,Overall the learning experience was acceptable.,6,47,6,overall learning experience acceptable,Neutral
803,821,8,9,5,5,8,9,4,9,Information Technology,Computer Networks,Prof. Michael Kimani,2023 Semester 2,Year 4,Male,49,6,3.61,7.12,Neutral,Overall the learning experience was acceptable.,6,47,6,overall learning experience acceptable,Neutral
256,795,6,9,8,4,2,6,10,6,Cyber Security,Operating Systems,Dr. Grace Njeri,2025 Semester 1,Year 3,Male,57,21,3.58,6.38,Neutral,Overall the learning experience was acceptable.,6,47,6,overall learning experience acceptable,Neutral
7,961,9,8,7,4,4,3,3,10,Software Engineering,Database Systems,Prof. Linda Wanjiru,2024 Semester 2,Year 4,Female,72,9,2.25,6.0,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9,63,9,teaching satisfactory although pace sometimes fast,Neutral
624,64,6,2,8,1,8,4,8,4,Information Technology,Machine Learning,Dr. James Mwangi,2024 Semester 1,Year 3,Female,87,13,2.8,5.12,Unsatisfied,The lecturer moved too quickly through difficult topics.,8,56,8,lecturer moved quickly difficult topic,Neutral
866,219,10,4,5,7,9,10,8,3,Data Science,Computer Networks,Dr. Grace Njeri,2024 Semester 2,Year 4,Male,69,11,2.34,7.0,Neutral,Assignments were manageable but could include more practical work.,9,66,9,assignment manageable could include practical work,Positive
252,823,7,5,8,3,4,3,1,10,Cyber Security,Computer Networks,Dr. James Mwangi,2024 Semester 2,Year 3,Male,95,16,2.51,5.12,Unsatisfied,The presentations were difficult to follow.,6,43,6,presentation difficult follow,Negative
691,366,9,9,8,2,1,10,5,2,Cyber Security,Database Systems,Dr. Sarah Johnson,2025 Semester 1,Year 3,Female,79,16,2.53,5.75,Unsatisfied,There were too few opportunities to ask questions.,8,50,8,opportunity ask question,Neutral
718,156,7,4,7,9,10,8,5,8,Information Technology,Computer Networks,Dr. Sarah Johnson,2023 Semester 2,Year 3,Female,91,2,3.11,7.25,Neutral,The presentations were useful but could be more interactive.,9,60,9,presentation useful could interactive,Positive
302,381,9,2,8,8,1,9,1,2,Information Technology,Operating Systems,Dr. Sarah Johnson,2025 Semester 1,Year 3,Male,83,10,2.82,5.0,Unsatisfied,There were too few opportunities to ask questions.,8,50,8,opportunity ask question,Neutral
638,299,10,8,5,5,4,3,1,9,Software Engineering,Data Mining,Dr. James Mwangi,2023 Semester 2,Year 4,Female,51,12,3.9,5.62,Unsatisfied,Assignments were confusing and lacked clear instructions.,7,57,7,assignment confusing lacked clear instruction,Neutral
55,410,7,2,5,2,6,6,3,10,Computer Science,Cloud Computing,Dr. Grace Njeri,2024 Semester 2,Year 4,Male,82,8,2.25,5.12,Unsatisfied,I would not recommend this course without improvements.,8,55,8,would recommend course without improvement,Neutral
725,307,6,9,5,1,6,5,3,5,Information Technology,Database Systems,Dr. Sarah Johnson,2024 Semester 1,Year 3,Male,76,11,3.95,5.0,Unsatisfied,The presentations were difficult to follow.,6,43,6,presentation difficult follow,Negative
525,893,10,6,8,1,1,10,1,3,Information Technology,Data Mining,Dr. Grace Njeri,2025 Semester 1,Year 3,Male,47,10,2.46,5.0,Unsatisfied,I would not recommend this course without improvements.,8,55,8,would recommend course without improvement,Neutral
473,590,10,3,4,4,9,9,6,2,Data Science,Data Mining,Dr. James Mwangi,2023 Semester 2,Year 4,Female,89,13,3.55,5.88,Unsatisfied,The lecturer moved too quickly through difficult topics.,8,56,8,lecturer moved quickly difficult topic,Neutral
27,861,5,6,4,5,4,4,6,6,Cyber Security,Artificial Intelligence,Dr. Grace Njeri,2024 Semester 2,Year 3,Male,83,17,2.68,5.0,Unsatisfied,Course organization could be significantly improved.,6,52,6,course organization could significantly improved,Positive
982,320,9,6,7,4,3,9,10,2,Computer Science,Database Systems,Dr. James Mwangi,2023 Semester 2,Year 3,Male,81,7,2.29,6.25,Neutral,Assignments were manageable but could include more practical work.,9,66,9,assignment manageable could include practical work,Positive
77,707,5,6,6,5,1,9,6,9,Data Science,Computer Networks,Dr. James Mwangi,2023 Semester 2,Year 3,Female,99,24,3.72,5.88,Unsatisfied,The lecturer moved too quickly through difficult topics.,8,56,8,lecturer moved quickly difficult topic,Neutral
215,755,9,8,7,2,9,6,3,7,Software Engineering,Cloud Computing,Prof. Linda Wanjiru,2023 Semester 2,Year 2,Female,94,3,2.62,6.38,Neutral,The course was generally good but some topics needed more explanation.,11,70,11,course generally good topic needed explanation,Positive
385,991,7,4,5,8,9,8,5,1,Software Engineering,Database Systems,Dr. James Mwangi,2024 Semester 2,Year 3,Male,66,20,3.32,5.88,Unsatisfied,The lecturer moved too quickly through difficult topics.,8,56,8,lecturer moved quickly difficult topic,Neutral
364,457,7,4,8,2,3,6,8,4,Information Technology,Computer Networks,Dr. James Mwangi,2024 Semester 1,Year 2,Male,52,13,3.13,5.25,Unsatisfied,There were too few opportunities to ask questions.,8,50,8,opportunity ask question,Neutral
665,448,6,7,7,9,2,9,2,5,Information Technology,Data Mining,Prof. Michael Kimani,2024 Semester 1,Year 3,Female,61,19,2.94,5.88,Unsatisfied,The lecturer moved too quickly through difficult topics.,8,56,8,lecturer moved quickly difficult topic,Neutral
525,893,10,6,8,1,1,10,1,3,Software Engineering,Cloud Computing,Dr. Sarah Johnson,2024 Semester 1,Year 4,Female,96,7,2.99,5.0,Unsatisfied,Assignments were confusing and lacked clear instructions.,7,57,7,assignment confusing lacked clear instruction,Neutral
698,309,5,8,4,9,2,1,4,5,Information Technology,Computer Networks,Prof. Linda Wanjiru,2023 Semester 2,Year 2,Female,71,9,3.46,4.75,Unsatisfied,Feedback on assessments was delayed.,5,36,5,feedback assessment delayed,Neutral
311,438,9,6,5,9,2,3,9,3,Computer Science,Operating Systems,Prof. Linda Wanjiru,2024 Semester 2,Year 2,Male,77,19,2.18,5.75,Unsatisfied,The lecturer moved too quickly through difficult topics.,8,56,8,lecturer moved quickly difficult topic,Neutral
882,203,8,7,8,9,4,10,8,10,Information Technology,Computer Networks,Prof. Linda Wanjiru,2023 Semester 2,Year 3,Male,90,13,3.34,8.0,Satisfied,I highly recommend this course because the content was relevant and practical.,12,78,12,highly recommend course content relevant practical,Positive
6,772,9,3,5,2,10,3,8,1,Cyber Security,Artificial Intelligence,Prof. Michael Kimani,2024 Semester 1,Year 3,Male,61,22,3.79,5.12,Unsatisfied,Feedback on assessments was delayed.,5,36,5,feedback assessment delayed,Neutral
2,680,7,7,6,5,4,2,3,1,Information Technology,Data Mining,Dr. James Mwangi,2024 Semester 1,Year 2,Female,86,8,2.12,4.38,Unsatisfied,More practical examples are needed during lectures.,7,51,7,practical example needed lecture,Positive
622,301,10,7,7,4,3,4,9,2,Data Science,Computer Networks,Dr. Sarah Johnson,2024 Semester 2,Year 4,Male,56,22,2.28,5.75,Unsatisfied,I would not recommend this course without improvements.,8,55,8,would recommend course without improvement,Neutral
918,735,6,4,6,1,7,6,1,5,Computer Science,Machine Learning,Dr. Grace Njeri,2023 Semester 2,Year 4,Female,92,18,3.43,4.5,Unsatisfied,The lecturer moved too quickly through difficult topics.,8,56,8,lecturer moved quickly difficult topic,Neutral
749,694,9,8,8,10,7,7,7,2,Data Science,Machine Learning,Dr. James Mwangi,2025 Semester 1,Year 3,Male,90,23,2.87,7.25,Neutral,Overall the learning experience was acceptable.,6,47,6,overall learning experience acceptable,Neutral
362,856,6,9,4,6,8,8,3,8,Data Science,Artificial Intelligence,Prof. Michael Kimani,2025 Semester 1,Year 4,Female,71,2,2.81,6.5,Neutral,The course was generally good but some topics needed more explanation.,11,70,11,course generally good topic needed explanation,Positive
750,927,6,2,6,2,10,3,6,4,Cyber Security,Operating Systems,Dr. James Mwangi,2024 Semester 1,Year 4,Male,92,18,2.27,4.88,Unsatisfied,There were too few opportunities to ask questions.,8,50,8,opportunity ask question,Neutral
507,479,10,10,4,6,5,9,2,3,Computer Science,Data Mining,Dr. James Mwangi,2024 Semester 2,Year 3,Male,52,18,3.01,6.12,Neutral,Assignments were manageable but could include more practical work.,9,66,9,assignment manageable could include practical work,Positive
273,375,10,4,4,1,3,4,7,9,Computer Science,Database Systems,Prof. Michael Kimani,2023 Semester 2,Year 4,Female,67,11,2.25,5.25,Unsatisfied,There were too few opportunities to ask questions.,8,50,8,opportunity ask question,Neutral
505,625,10,7,6,7,9,6,3,3,Computer Science,Artificial Intelligence,Prof. Linda Wanjiru,2023 Semester 2,Year 3,Female,86,1,2.95,6.38,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9,63,9,teaching satisfactory although pace sometimes fast,Neutral
805,540,9,10,7,3,2,4,4,5,Computer Science,Operating Systems,Prof. Linda Wanjiru,2024 Semester 1,Year 2,Male,93,14,3.53,5.5,Unsatisfied,The lecturer moved too quickly through difficult topics.,8,56,8,lecturer moved quickly difficult topic,Neutral
738,289,5,2,5,8,9,2,7,2,Computer Science,Database Systems,Dr. Sarah Johnson,2024 Semester 1,Year 3,Female,73,16,2.52,5.0,Unsatisfied,Course organization could be significantly improved.,6,52,6,course organization could significantly improved,Positive
882,203,8,7,8,9,4,10,8,10,Cyber Security,Machine Learning,Dr. Sarah Johnson,2023 Semester 2,Year 2,Female,94,11,2.96,8.0,Satisfied,Excellent teaching style with practical examples.,6,49,6,excellent teaching style practical example,Positive
14,510,6,7,8,3,4,7,7,6,Information Technology,Machine Learning,Prof. Linda Wanjiru,2023 Semester 2,Year 2,Male,64,1,3.98,6.0,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9,63,9,teaching satisfactory although pace sometimes fast,Neutral
191,459,8,5,8,6,6,1,8,4,Data Science,Database Systems,Dr. Grace Njeri,2024 Semester 1,Year 4,Female,60,7,3.37,5.75,Unsatisfied,Course organization could be significantly improved.,6,52,6,course organization could significantly improved,Positive
984,5,6,7,4,2,3,8,10,7,Computer Science,Artificial Intelligence,Dr. James Mwangi,2023 Semester 2,Year 4,Male,61,16,3.68,5.88,Unsatisfied,More practical examples are needed during lectures.,7,51,7,practical example needed lecture,Positive
630,419,10,2,5,8,5,3,3,10,Information Technology,Machine Learning,Dr. Grace Njeri,2025 Semester 1,Year 4,Male,60,14,2.83,5.75,Unsatisfied,More practical examples are needed during lectures.,7,51,7,practical example needed lecture,Positive
484,620,9,5,8,2,8,10,8,8,Information Technology,Data Mining,Dr. James Mwangi,2024 Semester 1,Year 3,Female,63,15,3.54,7.25,Neutral,The presentations were useful but could be more interactive.,9,60,9,presentation useful could interactive,Positive
27,861,5,6,4,5,4,4,6,6,Data Science,Cloud Computing,Prof. Linda Wanjiru,2023 Semester 2,Year 4,Female,52,14,2.08,5.0,Unsatisfied,There were too few opportunities to ask questions.,8,50,8,opportunity ask question,Neutral
713,511,8,4,4,5,2,10,10,6,Cyber Security,Computer Networks,Dr. Sarah Johnson,2024 Semester 1,Year 2,Male,82,21,2.25,6.12,Neutral,The course was generally good but some topics needed more explanation.,11,70,11,course generally good topic needed explanation,Positive
38,454,9,6,6,1,10,8,10,7,Software Engineering,Database Systems,Dr. Sarah Johnson,2024 Semester 2,Year 4,Male,82,11,2.41,7.12,Neutral,The course was generally good but some topics needed more explanation.,11,70,11,course generally good topic needed explanation,Positive
952,302,8,4,6,7,1,4,1,8,Software Engineering,Database Systems,Dr. Grace Njeri,2024 Semester 1,Year 4,Male,97,16,2.8,4.88,Unsatisfied,Course organization could be significantly improved.,6,52,6,course organization could significantly improved,Positive
272,213,10,8,4,10,1,5,6,2,Information Technology,Machine Learning,Dr. Sarah Johnson,2024 Semester 1,Year 3,Male,73,19,3.69,5.75,Unsatisfied,The presentations were difficult to follow.,6,43,6,presentation difficult follow,Negative
230,953,5,10,8,10,6,4,6,4,Data Science,Artificial Intelligence,Prof. Linda Wanjiru,2024 Semester 2,Year 3,Male,85,17,2.69,6.62,Neutral,The presentations were useful but could be more interactive.,9,60,9,presentation useful could interactive,Positive
85,695,10,4,4,1,5,8,7,1,Software Engineering,Data Mining,Dr. Grace Njeri,2025 Semester 1,Year 2,Male,80,6,3.31,5.0,Unsatisfied,Feedback on assessments was delayed.,5,36,5,feedback assessment delayed,Neutral
473,590,10,3,4,4,9,9,6,2,Information Technology,Artificial Intelligence,Dr. James Mwangi,2023 Semester 2,Year 3,Female,70,11,3.42,5.88,Unsatisfied,There were too few opportunities to ask questions.,8,50,8,opportunity ask question,Neutral
125,385,5,2,6,7,3,2,10,1,Cyber Security,Operating Systems,Dr. Sarah Johnson,2024 Semester 2,Year 4,Female,75,17,3.17,4.5,Unsatisfied,Course organization could be significantly improved.,6,52,6,course organization could significantly improved,Positive
811,342,5,9,8,1,9,8,7,10,Software Engineering,Operating Systems,Prof. Michael Kimani,2024 Semester 1,Year 3,Female,88,9,2.71,7.12,Neutral,The course was generally good but some topics needed more explanation.,11,70,11,course generally good topic needed explanation,Positive
536,174,7,3,6,7,10,10,2,3,Information Technology,Cloud Computing,Dr. Sarah Johnson,2023 Semester 2,Year 2,Male,56,18,3.15,6.0,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9,63,9,teaching satisfactory although pace sometimes fast,Neutral
144,907,10,4,7,6,1,2,5,1,Information Technology,Machine Learning,Dr. James Mwangi,2024 Semester 2,Year 4,Female,99,17,2.68,4.5,Unsatisfied,Assignments were confusing and lacked clear instructions.,7,57,7,assignment confusing lacked clear instruction,Neutral
524,602,5,3,6,2,8,10,3,1,Computer Science,Machine Learning,Dr. Grace Njeri,2023 Semester 2,Year 2,Male,61,12,2.17,4.75,Unsatisfied,There were too few opportunities to ask questions.,8,50,8,opportunity ask question,Neutral
211,672,7,8,5,6,5,10,5,10,Cyber Security,Machine Learning,Dr. James Mwangi,2023 Semester 2,Year 3,Male,59,23,3.99,7.0,Neutral,Overall the learning experience was acceptable.,6,47,6,overall learning experience acceptable,Neutral
24,48,5,5,4,2,1,10,10,9,Computer Science,Cloud Computing,Prof. Michael Kimani,2024 Semester 2,Year 3,Female,53,22,2.25,5.75,Unsatisfied,Assignments were confusing and lacked clear instructions.,7,57,7,assignment confusing lacked clear instruction,Neutral
579,15,8,9,8,3,6,10,2,3,Data Science,Operating Systems,Prof. Linda Wanjiru,2023 Semester 2,Year 2,Male,83,22,2.14,6.12,Neutral,The course was generally good but some topics needed more explanation.,11,70,11,course generally good topic needed explanation,Positive
